POINTID,SOC_Stock_Mg_ha,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,band24,band25,band26,band27,band28,band29,band30,band31,band32,band33,band34,band35,band36,band37,band38,band39,band40,band41,band42,band43,band44,band45,band46,band47,band48,band49,band50,band51,band52,band53,band54,band55,band56,band57,band58,band59,band60,band61,band62,band63,band64,band65,band66,band67,band68,band69,band70,band71,band72,band73,band74,band75,band76,band77,band78,band79,band80,band81,band82,band83,band84,band85,band86,band87,band88,band89,band90,band91,band92,band93,band94,band95,band96,band97,band98,band99,band100,band101,band102,band103,band104,band105,band106,band107,band108,band109,band110,band111,band112,band113,band114,band115,band116,band117,band118,band119,band120,band121,band122,band123,band124,band125,band126,band127,band128,band129,band130,band131,band132,band133,band134,band135,band136,band137,band138,band139,band140,band141,band142,band143,band144,band145,band146,band147,band148,band149,band150,band151,band152,band153,band154,band155,band156,band157,band158,band159,band160,band161,band162,band163,band164,band165,band166,band167,band168,band169,band170,band171,band172,band173,band174,band175,band176,band177,band178,band179,band180,band181,band182,band183,band184,band185,band186,band187,band188,band189,band190,band191,band192,band193,band194,band195,band196,band197,band198,band199,band200,band201,band202,band203,band204,band205,band206,band207,band208,band209,band210,band211,band212,band213,band214,band215,band216,band217,band218,band219,band220,band221,band222,band223,band224,band225,band226,band227,band228,band229,band230,band231,band232,band233,band234
41802494,0.063014933,0.03954,0.02599,0.02506,0.01439,0.01523,0.00943,0.00423,0.00043,2e-05,2e-05,2e-05,0.00021,2e-05,2e-05,2e-05,2e-05,0.00293,0.01064,0.02191,0.02046,0.01807,0.01277,0.00665,0.0022,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,2e-05,0.00198,0.03487,0.08914,0.17504,0.27205,0.35958,0.42145,0.44776,0.48368,0.45826,0.471,0.49787,0.48554,0.49947,0.49606,0.49081,0.48919,0.48684,0.50654,0.52418,0.52253,0.51066,0.5902,0.5779,0.53115,0.45437,0.43383,0.44912,0.43771,0.46175,0.43244,0.48779,0.48933,0.47755,0.48177,0.48118,0.48951,0.49801,0.50805,0.51975,0.52996,0.53358,0.53112,0.54336,0.55601,0.57554,0.47413,0.52335,0.49264,0.40702,0.44135,0.42951,0.44289,0.44565,0.43423,0.4358,0.43624,0.43632,0.45747,0.48151,0.48508,0.46177,0.44239,0.42493,0.42312,0.40208,0.41979,0.32622,0.00061,0.00012,0.00012,0.00017,3e-05,0.00023,0.00116,0.00133,0.00288,0.05144,0.03185,0.04735,0.07614,0.08873,0.10288,0.11441,0.12178,0.1304,0.1398,0.14917,0.15795,0.16913,0.17618,0.18276,0.18764,0.19178,0.1939,0.19727,0.20056,0.20017,0.20121,0.19796,0.19638,0.1908,0.18878,0.18407,0.17966,0.17157,0.16976,0.16634,0.16281,0.16713,0.17762,0.01291,0.00375,0.00319,0.002,0.00386,0.00188,0.00171,0.00175,0.00185,0.00096,0.00241,0.00192,0.00174,0.00157,0.00142,0.00148,0.00215,0.02835,0.01608,0.01379,0.01747,0.02071,0.02312,0.02597,0.0201,0.03168,0.03563,0.03583,0.03839,0.04048,0.04051,0.04529,0.04434,0.0513,0.04999,0.05222,0.05351,0.05548,0.05809,0.05806,0.05599,0.05855,0.06087,0.06522,0.06593,0.07082,0.06789,0.07521,0.07691,0.07526,0.07367,0.07486,0.07254,0.07097,0.0681,0.06822,0.06192,0.06357,0.05644,0.05536,0.05367,0.0448,0.04347,0.0472,0.0484,0.03972,0.0394,0.02914,0.0266,0.02057,0.02,0.0181,0.01746,0.01875,0.01711,0.01299,0.00452,0.00508,0.00703,0.00407,0.00101,0.00098,6e-05,0.00072,2e-05,0.00047,2e-05,0.00026
41822360,0.069470981,0.03554,0.02959,0.01872,0.01357,0.01913,0.01869,0.01854,0.01503,0.00813,0.01054,0.01222,0.01302,0.00969,0.01407,0.01453,0.01329,0.01817,0.02509,0.02982,0.03204,0.02936,0.02826,0.02794,0.02632,0.02303,0.02271,0.02353,0.02385,0.02403,0.02364,0.02336,0.02057,0.02127,0.0219,0.02513,0.03513,0.06027,0.08746,0.11936,0.15596,0.19103,0.21254,0.20876,0.23647,0.22931,0.22951,0.23581,0.2267,0.23458,0.25327,0.26046,0.26224,0.26444,0.27381,0.27256,0.25391,0.24717,0.25638,0.22145,0.20716,0.20536,0.23104,0.25968,0.16265,0.17531,0.19716,0.25231,0.27361,0.28479,0.29137,0.29435,0.30495,0.31405,0.31585,0.31434,0.32161,0.32926,0.32714,0.3267,0.31542,0.27718,0.19199,0.19605,0.1971,0.20418,0.25014,0.2643,0.27918,0.28687,0.29075,0.29691,0.3028,0.3111,0.32972,0.35402,0.3613,0.33306,0.3057,0.2836,0.26476,0.23563,0.20081,0.1315,0.00128,0.00027,0.00052,0.00026,0.00017,0.00114,0.00232,0.0024,0.00497,0.04849,0.0459,0.04617,0.07813,0.0948,0.10822,0.1198,0.12734,0.13353,0.14156,0.14678,0.15483,0.16086,0.16474,0.17205,0.17473,0.17537,0.17829,0.17794,0.17772,0.17838,0.17494,0.16905,0.16622,0.16069,0.15514,0.15299,0.14861,0.14295,0.13846,0.12804,0.10819,0.09863,0.08449,0.01085,0.00391,0.00105,0.00034,0.00041,0.0015,0.00082,0.0016,0.00101,0.00041,0.00067,0.00038,0.00179,0.00209,0.0015,0.00092,0.0016,0.02658,0.02856,0.03001,0.03473,0.03774,0.02919,0.03706,0.03423,0.05115,0.05661,0.05896,0.05469,0.05922,0.06186,0.06213,0.06275,0.06264,0.06325,0.06159,0.06137,0.06368,0.0652,0.06658,0.06702,0.06538,0.0688,0.06821,0.07123,0.0759,0.07382,0.07794,0.08132,0.0813,0.07959,0.07602,0.07488,0.0737,0.06717,0.06098,0.06406,0.06551,0.05594,0.05599,0.05495,0.04479,0.04366,0.04971,0.04593,0.04189,0.03954,0.03485,0.02921,0.02441,0.02252,0.02063,0.02634,0.02469,0.01794,0.01187,0.01379,0.01677,0.01283,0.00784,0.00159,0.00783,0.00787,0.00676,0.00102,0.00031,0.01091,0.01294
41822374,0.070107037,0.0206,0.01933,0.02025,0.0154,0.01978,0.02657,0.02275,0.01979,0.01225,0.01538,0.01651,0.0181,0.01617,0.02225,0.0231,0.02644,0.03218,0.04129,0.04584,0.04886,0.04971,0.04862,0.04839,0.04752,0.04396,0.04759,0.04851,0.04949,0.05119,0.05116,0.05002,0.04727,0.04698,0.04683,0.05275,0.07163,0.11368,0.15412,0.19698,0.24056,0.28115,0.30585,0.29961,0.34179,0.32486,0.32671,0.33584,0.32096,0.33518,0.35644,0.36452,0.36765,0.37058,0.38355,0.38204,0.35836,0.34455,0.36658,0.31017,0.28837,0.28283,0.31716,0.35621,0.22824,0.24544,0.27797,0.3528,0.37815,0.39316,0.40169,0.40714,0.41534,0.42599,0.43159,0.43879,0.44941,0.45405,0.44857,0.44685,0.4287,0.37954,0.24588,0.28949,0.27169,0.28804,0.34406,0.36429,0.39597,0.41276,0.41369,0.42029,0.4336,0.44485,0.46943,0.49879,0.51101,0.47231,0.44526,0.40952,0.38598,0.33274,0.29891,0.15981,0.00162,0.00023,0.00035,0.00026,0.00017,0.00024,0.00119,0.00241,0.00787,0.08806,0.07687,0.0845,0.12761,0.1538,0.17778,0.19825,0.20752,0.21741,0.22696,0.23493,0.24576,0.25727,0.26157,0.26908,0.27227,0.27839,0.28038,0.28,0.2811,0.28142,0.2793,0.27021,0.26332,0.25512,0.2482,0.24294,0.23749,0.22609,0.22321,0.20945,0.18286,0.16905,0.14258,0.01353,0.00426,0.00131,0.00133,0.0009,0.00121,0.00073,0.00136,0.00046,0.0011,0.00085,0.00055,0.00165,0.00171,0.00127,0.00232,0.00317,0.04045,0.05734,0.071,0.07878,0.08644,0.06151,0.07747,0.07828,0.10249,0.11025,0.11623,0.10596,0.11853,0.10732,0.11562,0.11176,0.11034,0.11087,0.11125,0.10997,0.11423,0.11743,0.11984,0.11669,0.11754,0.12468,0.12601,0.12395,0.13094,0.12709,0.1384,0.13874,0.13776,0.13521,0.13037,0.12743,0.11907,0.1138,0.11147,0.10588,0.10665,0.09941,0.09483,0.09218,0.08272,0.06978,0.0828,0.08479,0.07938,0.06517,0.05403,0.05097,0.03709,0.03381,0.03351,0.0349,0.03871,0.02847,0.02005,0.02184,0.03122,0.02498,0.02275,0.011,0.01814,0.01688,0.01068,0.00372,2e-05,0.00211,0.00171
41822414,0.0534896,0.04082,0.03474,0.04909,0.04602,0.04662,0.04935,0.04468,0.0397,0.03137,0.03899,0.03771,0.04109,0.03699,0.04137,0.04234,0.04659,0.05417,0.06491,0.07839,0.07443,0.07628,0.07759,0.07558,0.07561,0.07373,0.077,0.07564,0.07523,0.07655,0.07739,0.07445,0.07562,0.07532,0.07498,0.07785,0.09512,0.11977,0.15949,0.21068,0.24886,0.28125,0.31374,0.32314,0.34162,0.3248,0.33227,0.35204,0.34412,0.35152,0.35068,0.34479,0.34737,0.34467,0.35819,0.37234,0.37357,0.36309,0.41744,0.4166,0.37589,0.32911,0.31635,0.33248,0.33387,0.36896,0.3351,0.37923,0.38033,0.36587,0.36591,0.37082,0.37693,0.38143,0.38849,0.3977,0.40517,0.40632,0.40528,0.41466,0.42469,0.43742,0.37871,0.4204,0.40046,0.34641,0.36541,0.35859,0.37375,0.37768,0.37108,0.37035,0.36957,0.36948,0.38618,0.40374,0.41016,0.3935,0.37624,0.36509,0.36811,0.35572,0.39098,0.3893,0.00517,0.00285,0.00209,0.00208,0.00189,0.00504,0.00658,0.00925,0.01599,0.21317,0.15654,0.15793,0.18239,0.18795,0.19815,0.20664,0.20911,0.21202,0.21489,0.22103,0.22596,0.23435,0.23787,0.24039,0.24363,0.24443,0.24726,0.24851,0.25034,0.24903,0.25318,0.25121,0.24733,0.24691,0.24956,0.25357,0.24721,0.24079,0.24746,0.23972,0.23622,0.24294,0.27221,0.02618,0.01176,0.00793,0.00533,0.00575,0.00362,0.00475,0.00401,0.00171,0.00345,0.00748,0.00722,0.00494,0.00311,0.00732,0.00504,0.00453,0.05222,0.12885,0.13552,0.1431,0.1749,0.16252,0.13889,0.1203,0.15135,0.16011,0.16712,0.15998,0.18206,0.15799,0.16709,0.16851,0.16278,0.16164,0.15335,0.16051,0.16106,0.16442,0.16564,0.16832,0.16925,0.16553,0.16805,0.16999,0.17389,0.16928,0.1794,0.18202,0.17278,0.17142,0.18003,0.16867,0.15306,0.15209,0.16434,0.16022,0.14765,0.159,0.15671,0.16092,0.13136,0.11801,0.14064,0.13878,0.13465,0.12227,0.09206,0.09445,0.07506,0.07346,0.0639,0.05585,0.07155,0.06081,0.04329,0.03386,0.05231,0.05562,0.04805,0.01488,0.02786,0.03389,0.01621,0.00314,0.00505,0.00273,2e-05
41862408,0.035060796,0.04904,0.04494,0.03925,0.03268,0.04125,0.03726,0.03253,0.02687,0.02803,0.03104,0.02943,0.03383,0.03032,0.03427,0.03363,0.03998,0.04942,0.05951,0.0708,0.07115,0.06815,0.06442,0.06073,0.05814,0.05412,0.05405,0.05478,0.05443,0.05441,0.05353,0.05174,0.04941,0.04762,0.04623,0.05049,0.06981,0.10437,0.15496,0.22139,0.27622,0.32053,0.35814,0.36338,0.39286,0.3724,0.38224,0.40444,0.39544,0.40833,0.40871,0.40664,0.40647,0.40383,0.42069,0.43473,0.43307,0.42463,0.48634,0.47808,0.43021,0.38752,0.36869,0.38068,0.37125,0.40325,0.37244,0.41938,0.42257,0.41428,0.4191,0.42309,0.42538,0.43792,0.44588,0.45338,0.46378,0.46659,0.46624,0.4772,0.4873,0.50358,0.40699,0.46377,0.44048,0.37957,0.40172,0.39167,0.40455,0.4065,0.3967,0.39966,0.39863,0.39992,0.417,0.4408,0.44509,0.4219,0.40363,0.38973,0.38878,0.36718,0.38968,0.3351,0.00555,0.00392,0.00421,0.00447,0.00403,0.00624,0.00803,0.00923,0.01338,0.16512,0.12992,0.12747,0.13819,0.14553,0.15775,0.1657,0.16878,0.17443,0.18122,0.18984,0.19789,0.20728,0.21209,0.21596,0.22336,0.22496,0.22554,0.22869,0.22965,0.23227,0.23307,0.23026,0.22846,0.22545,0.22397,0.22097,0.21686,0.20824,0.20598,0.20493,0.20179,0.21086,0.22593,0.02388,0.01245,0.00806,0.0076,0.00723,0.00604,0.00446,0.00754,0.00732,0.00606,0.00449,0.00652,0.00627,0.00368,0.00472,0.00734,0.00812,0.08595,0.08933,0.07326,0.07781,0.08408,0.06479,0.08577,0.06268,0.08502,0.09505,0.0992,0.08849,0.10309,0.09751,0.10274,0.10211,0.10216,0.10446,0.10402,0.10587,0.10773,0.10858,0.11151,0.11379,0.11382,0.12105,0.11604,0.12175,0.12555,0.12497,0.1277,0.12952,0.12903,0.12569,0.12311,0.12357,0.11925,0.11887,0.11939,0.1156,0.11878,0.10991,0.10932,0.11299,0.09111,0.08698,0.09853,0.10126,0.09537,0.08774,0.0677,0.06706,0.05165,0.04747,0.05248,0.04799,0.04895,0.04042,0.03539,0.03017,0.03183,0.03,0.02971,0.01013,0.01482,0.02455,0.01129,0.00238,0.00249,0.00264,2e-05
41862432,0.038521382,0.13629,0.11917,0.14788,0.13523,0.13301,0.13558,0.13645,0.12949,0.13147,0.13577,0.13576,0.14127,0.1379,0.14986,0.14588,0.15592,0.16661,0.18088,0.19808,0.19506,0.19487,0.19973,0.19699,0.19823,0.19626,0.20259,0.20108,0.1991,0.2063,0.20682,0.20443,0.20414,0.20697,0.20682,0.21123,0.23238,0.25049,0.28302,0.32705,0.35235,0.37305,0.40446,0.40812,0.43012,0.40797,0.41733,0.43659,0.42872,0.43767,0.4351,0.43066,0.4287,0.42452,0.43859,0.45367,0.45254,0.44211,0.50019,0.50413,0.45217,0.40752,0.3886,0.40797,0.44189,0.47189,0.43642,0.46847,0.47169,0.45234,0.46122,0.44608,0.45382,0.45525,0.45684,0.46595,0.47521,0.47481,0.47184,0.48072,0.49746,0.51905,0.47211,0.52721,0.51386,0.46409,0.4701,0.45731,0.47309,0.47449,0.46534,0.46615,0.45827,0.45586,0.47424,0.50069,0.50669,0.47794,0.46595,0.45986,0.47408,0.47086,0.52906,0.56484,0.0076,0.00165,0.00206,0.00323,0.00478,0.0143,0.02419,0.02919,0.0492,0.44901,0.38053,0.3611,0.35535,0.34424,0.34665,0.34881,0.34363,0.34289,0.34621,0.34588,0.35651,0.363,0.36518,0.36532,0.36785,0.36587,0.36487,0.36432,0.37067,0.36918,0.37116,0.37,0.36974,0.36779,0.36687,0.36803,0.36471,0.35065,0.35442,0.36092,0.36603,0.38799,0.44007,0.06093,0.03284,0.01396,0.00645,0.00526,0.00406,0.00456,0.00641,0.00624,0.00525,0.00378,0.00435,0.0061,0.00287,0.00885,0.01999,0.02316,0.25748,0.23915,0.25673,0.25165,0.28327,0.27984,0.25179,0.21785,0.26979,0.27436,0.28017,0.25911,0.28183,0.26445,0.25797,0.25725,0.25812,0.25649,0.25362,0.25081,0.25528,0.26217,0.25385,0.24964,0.25055,0.25748,0.25127,0.25019,0.26505,0.25574,0.25332,0.25727,0.25559,0.23937,0.25142,0.25446,0.24794,0.24724,0.2479,0.25357,0.2408,0.24147,0.23186,0.22747,0.20491,0.19837,0.21302,0.21987,0.20912,0.19573,0.14356,0.13616,0.11542,0.11289,0.1276,0.12485,0.12183,0.11128,0.10457,0.08675,0.10414,0.0809,0.08447,0.05293,0.05222,0.08872,0.07668,0.04909,0.02968,0.01498,0.0054
41862472,0.0468876,0.0444,0.0341,0.03325,0.01857,0.02486,0.02632,0.02113,0.01442,0.00829,0.01123,0.01138,0.01146,0.00797,0.01015,0.01247,0.01773,0.02678,0.03748,0.04788,0.04881,0.04457,0.03902,0.03468,0.03108,0.02452,0.02429,0.02341,0.02029,0.01971,0.01854,0.0166,0.01076,0.0078,0.00708,0.01213,0.02991,0.0688,0.10637,0.14914,0.17914,0.20446,0.2219,0.21242,0.24111,0.2277,0.22945,0.24083,0.23236,0.23433,0.23137,0.22296,0.21788,0.21579,0.22205,0.22492,0.21941,0.21447,0.23963,0.23134,0.22614,0.18938,0.18183,0.18672,0.1772,0.17963,0.18323,0.21057,0.20952,0.20487,0.20258,0.20131,0.20117,0.20247,0.20293,0.20389,0.20809,0.21099,0.2103,0.21575,0.22094,0.22461,0.18428,0.23314,0.19796,0.18997,0.1944,0.18592,0.19322,0.19802,0.19548,0.19109,0.18753,0.18529,0.1939,0.20397,0.20623,0.19368,0.18665,0.17975,0.18299,0.18087,0.20029,0.16913,0.00224,0.00122,0.00127,0.00133,0.00162,0.00165,0.00214,0.00279,0.00504,0.08165,0.06223,0.05647,0.07295,0.07687,0.08386,0.09041,0.09184,0.09404,0.10025,0.10452,0.10838,0.11286,0.11563,0.11896,0.11881,0.11926,0.12117,0.1211,0.12241,0.1234,0.12456,0.12358,0.1219,0.12207,0.12313,0.12293,0.12088,0.11547,0.11685,0.11577,0.11206,0.12303,0.11794,0.00867,0.00519,0.00446,0.00275,0.00224,0.00311,0.00314,0.0023,0.0016,0.00061,0.0013,0.00116,0.00168,0.00238,0.00198,0.00235,0.00258,0.05689,0.02109,0.01796,0.02583,0.03174,0.02216,0.01404,0.0239,0.03349,0.039,0.04703,0.04422,0.047,0.04381,0.05177,0.05292,0.05339,0.05548,0.05576,0.05525,0.05867,0.05895,0.0636,0.06119,0.06238,0.06598,0.06818,0.06519,0.06806,0.06592,0.07202,0.0686,0.06992,0.07036,0.07033,0.06607,0.06493,0.06517,0.05997,0.05823,0.05975,0.05724,0.05827,0.05434,0.05399,0.05016,0.04591,0.04726,0.04128,0.04007,0.03091,0.03267,0.02618,0.02066,0.02339,0.02176,0.02225,0.01527,0.0097,0.00891,0.01437,0.01001,0.01193,0.00275,0.00089,0.00171,0.00145,2e-05,2e-05,2e-05,0.0006
41882386,0.049635345,0.04663,0.04431,0.04314,0.03619,0.04326,0.05409,0.05097,0.0501,0.04726,0.0502,0.05335,0.05325,0.05437,0.06148,0.06332,0.06749,0.07611,0.08537,0.09108,0.09448,0.09746,0.09729,0.10095,0.1015,0.09924,0.10396,0.10613,0.10838,0.11044,0.11095,0.10996,0.10767,0.11093,0.11351,0.11591,0.11986,0.12786,0.13573,0.14379,0.15505,0.17192,0.18302,0.17498,0.19817,0.18917,0.1864,0.18912,0.179,0.18416,0.19458,0.19699,0.19586,0.19582,0.20148,0.1964,0.17977,0.17299,0.18048,0.15283,0.14491,0.14148,0.16231,0.1848,0.10065,0.11305,0.13352,0.17717,0.18944,0.20191,0.20609,0.20836,0.21328,0.2172,0.21677,0.21535,0.21863,0.22159,0.21877,0.21759,0.20819,0.18099,0.11807,0.12703,0.12479,0.14163,0.17917,0.19197,0.20829,0.21837,0.2208,0.22249,0.22669,0.23059,0.24341,0.26011,0.26465,0.24263,0.22547,0.20859,0.19812,0.17757,0.15592,0.09474,0.00153,0.0005,0.00015,0.0005,0.00061,0.00052,0.00177,0.00308,0.00887,0.10135,0.09679,0.09738,0.14362,0.16875,0.18691,0.19916,0.20107,0.20443,0.20859,0.21317,0.21733,0.22156,0.22121,0.22394,0.22235,0.2206,0.22148,0.22148,0.22177,0.2222,0.22351,0.21985,0.21743,0.2148,0.21363,0.21126,0.204,0.1967,0.19355,0.18178,0.15695,0.14228,0.1135,0.00957,0.0033,0.00226,0.00171,0.00172,0.00252,0.00237,0.0007,0.0006,0.00011,0.00069,0.00107,0.0014,0.00136,0.00175,0.0016,0.00273,0.07353,0.10278,0.12163,0.13077,0.13747,0.09723,0.11594,0.12351,0.16416,0.17467,0.18022,0.16698,0.18654,0.17656,0.1834,0.17888,0.17395,0.17394,0.17169,0.17006,0.17346,0.17418,0.17546,0.17053,0.16672,0.17659,0.17305,0.16445,0.16757,0.16135,0.17476,0.17179,0.17021,0.16321,0.16434,0.16536,0.15967,0.16014,0.15766,0.15529,0.15477,0.14711,0.14414,0.13959,0.12097,0.11188,0.12236,0.1261,0.11818,0.10103,0.08154,0.07584,0.05859,0.05254,0.05211,0.05676,0.05846,0.04887,0.03171,0.03668,0.04614,0.04002,0.03568,0.01491,0.03003,0.02669,0.01695,0.01178,0.00868,0.00284,0.01836
41882386,0.049635345,0.02982,0.02092,0.02068,0.02332,0.02493,0.01953,0.01736,0.01724,0.01488,0.01549,0.01726,0.02139,0.01793,0.02109,0.02156,0.0276,0.03276,0.04205,0.04935,0.05205,0.05144,0.05043,0.04738,0.0464,0.04349,0.04482,0.04553,0.04416,0.04483,0.04651,0.04608,0.04379,0.04378,0.04331,0.04628,0.05975,0.08232,0.11966,0.16263,0.20391,0.25106,0.30176,0.29795,0.32673,0.31621,0.32488,0.34553,0.33106,0.3333,0.33779,0.33983,0.3393,0.33851,0.35303,0.36924,0.35714,0.34046,0.39725,0.38775,0.32619,0.28122,0.26836,0.2903,0.26967,0.29081,0.27338,0.31432,0.32461,0.32303,0.32639,0.33243,0.34084,0.34836,0.35636,0.36426,0.37195,0.37659,0.37266,0.37685,0.38067,0.37874,0.32583,0.32499,0.29671,0.25792,0.27599,0.27871,0.29322,0.29747,0.29213,0.29532,0.29664,0.30001,0.31534,0.33629,0.34008,0.32085,0.30274,0.29046,0.28501,0.26632,0.27507,0.36014,0.01028,0.00575,0.0054,0.00542,0.00592,0.00771,0.00874,0.00905,0.01242,0.10509,0.08605,0.08829,0.09519,0.10324,0.11524,0.12459,0.12772,0.13297,0.13852,0.14514,0.15071,0.1581,0.16202,0.16579,0.16948,0.17169,0.17459,0.17554,0.17748,0.18007,0.18042,0.17835,0.17681,0.1749,0.17478,0.17008,0.1687,0.164,0.15822,0.15633,0.15354,0.1552,0.16455,0.02084,0.01285,0.00871,0.00706,0.00723,0.00591,0.00659,0.00545,0.00507,0.00642,0.00674,0.00551,0.00639,0.00667,0.00528,0.00461,0.00598,0.07433,0.05129,0.06148,0.06712,0.07773,0.07694,0.06748,0.06529,0.07152,0.07909,0.08591,0.08156,0.08547,0.08261,0.08476,0.08658,0.08609,0.08716,0.08775,0.08728,0.08676,0.09041,0.09319,0.0938,0.09039,0.09639,0.09589,0.09502,0.09673,0.10372,0.10333,0.10481,0.10037,0.10149,0.09845,0.09445,0.0922,0.09505,0.08992,0.08843,0.09116,0.09218,0.084,0.07665,0.0724,0.06436,0.06629,0.07498,0.07051,0.06288,0.04854,0.04816,0.0352,0.03545,0.03723,0.03545,0.03482,0.02977,0.02342,0.02286,0.02541,0.02144,0.01904,0.01486,0.00909,0.01373,0.00345,0.00267,0.00049,0.00224,2e-05
41902382,0.050899925,0.02266,0.02426,0.02075,0.00922,0.0186,0.02023,0.01755,0.0182,0.01096,0.01015,0.01157,0.01032,0.011,0.01225,0.01231,0.01413,0.01628,0.0233,0.02689,0.02847,0.02812,0.0257,0.02582,0.02493,0.01973,0.02194,0.02351,0.02261,0.02306,0.02084,0.02187,0.01875,0.01659,0.01811,0.02161,0.0285,0.04633,0.06271,0.08096,0.10031,0.11879,0.13454,0.1267,0.14153,0.1416,0.13849,0.14255,0.13744,0.13887,0.15232,0.15563,0.15561,0.15819,0.16365,0.16298,0.14887,0.14153,0.14937,0.12782,0.11615,0.11394,0.12943,0.1509,0.07863,0.08933,0.10423,0.14095,0.1584,0.16458,0.16988,0.17374,0.18015,0.18491,0.18662,0.18666,0.19078,0.19586,0.19559,0.19503,0.18741,0.16291,0.10962,0.09741,0.10478,0.10707,0.13996,0.1532,0.16056,0.16796,0.17119,0.17305,0.17755,0.18303,0.19474,0.21019,0.21329,0.19889,0.18106,0.16693,0.15241,0.13725,0.11058,0.05866,0.0005,0.00026,2e-05,9e-05,9e-05,0.00047,0.00058,0.00056,0.00285,0.0248,0.02261,0.02118,0.04288,0.05582,0.06618,0.07524,0.07973,0.08244,0.08688,0.09183,0.0968,0.09998,0.10292,0.10727,0.10719,0.10823,0.11122,0.11006,0.10927,0.11109,0.11005,0.10657,0.10381,0.09955,0.09612,0.09314,0.09,0.08704,0.08418,0.07727,0.06831,0.06331,0.05237,0.00578,0.00113,0.00038,0.00038,0.00179,0.00121,0.00041,0.00087,0.00056,9e-05,2e-05,0.00032,0.00056,0.00076,0.00052,0.00117,0.00145,0.00664,0.01695,0.01811,0.02414,0.02728,0.01952,0.02206,0.02298,0.0361,0.03876,0.04146,0.03844,0.03905,0.03891,0.04186,0.04326,0.04126,0.04157,0.04453,0.04367,0.04338,0.04262,0.04434,0.04491,0.04399,0.04421,0.04678,0.04906,0.04685,0.04714,0.05052,0.05112,0.05229,0.04924,0.04996,0.04851,0.04543,0.04622,0.04186,0.04091,0.04059,0.03601,0.03474,0.03536,0.02884,0.02608,0.03143,0.02838,0.02861,0.02127,0.01979,0.01913,0.01567,0.01279,0.01532,0.01581,0.01604,0.0117,0.00992,0.00768,0.01073,0.00929,0.00497,0.0043,0.00769,0.0043,0.00148,6e-05,0.00169,0.00252,2e-05
41902382,0.050899925,0.02989,0.02029,0.0264,0.01503,0.021,0.01849,0.01956,0.0165,0.01003,0.01639,0.01477,0.01884,0.01402,0.01707,0.01736,0.02296,0.02947,0.04077,0.04694,0.04973,0.05019,0.04813,0.04405,0.04108,0.03845,0.03882,0.03853,0.03711,0.0381,0.03812,0.03668,0.03468,0.03372,0.03413,0.03616,0.05208,0.07994,0.12305,0.1725,0.21477,0.2491,0.27958,0.27918,0.30369,0.28862,0.29468,0.31366,0.30108,0.30785,0.31154,0.31307,0.31244,0.31171,0.32496,0.33587,0.32734,0.31452,0.36193,0.34919,0.30694,0.27836,0.27424,0.2963,0.26804,0.28156,0.27726,0.31518,0.3272,0.32334,0.32436,0.32969,0.33536,0.34026,0.344,0.35018,0.35526,0.35868,0.35758,0.36228,0.36831,0.36895,0.31646,0.32792,0.31412,0.28043,0.3061,0.30582,0.32131,0.32364,0.3198,0.32341,0.32412,0.32654,0.34406,0.36513,0.36963,0.349,0.33433,0.32248,0.32045,0.3044,0.3127,0.35691,0.0089,0.00505,0.00574,0.00439,0.00537,0.00697,0.00807,0.00865,0.01332,0.12827,0.10317,0.10587,0.12383,0.13405,0.14533,0.15447,0.15964,0.16468,0.16974,0.17702,0.18398,0.19231,0.19611,0.20102,0.20658,0.20781,0.2099,0.21238,0.21607,0.21399,0.21494,0.2121,0.20977,0.20606,0.20607,0.20296,0.20046,0.19226,0.19187,0.19034,0.18343,0.18372,0.19396,0.02329,0.01071,0.00751,0.0076,0.00703,0.00656,0.00586,0.00594,0.00542,0.00476,0.00569,0.00555,0.00485,0.00449,0.00522,0.00751,0.0058,0.07277,0.08028,0.08464,0.08615,0.09836,0.1048,0.07749,0.07736,0.09818,0.10341,0.10494,0.09609,0.1093,0.1039,0.10782,0.10623,0.10484,0.10228,0.10521,0.10449,0.10387,0.10634,0.11214,0.11138,0.10974,0.11385,0.11421,0.11678,0.11931,0.12067,0.1221,0.12677,0.12183,0.11742,0.11624,0.11369,0.10794,0.1022,0.10651,0.10262,0.09866,0.09499,0.09873,0.09314,0.07568,0.06963,0.08336,0.0838,0.07265,0.07466,0.05675,0.05512,0.04262,0.0423,0.0448,0.04233,0.04224,0.03256,0.02763,0.02966,0.03188,0.02916,0.02734,0.01111,0.01433,0.01849,0.01288,0.00511,0.00536,2e-05,2e-05
