POINTID,SOC_Stock_Mg_ha,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,band24,band25,band26,band27,band28,band29,band30,band31,band32,band33,band34,band35,band36,band37,band38,band39,band40,band41,band42,band43,band44,band45,band46,band47,band48,band49,band50,band51,band52,band53,band54,band55,band56,band57,band58,band59,band60,band61,band62,band63,band64,band65,band66,band67,band68,band69,band70,band71,band72,band73,band74,band75,band76,band77,band78,band79,band80,band81,band82,band83,band84,band85,band86,band87,band88,band89,band90,band91,band92,band93,band94,band95,band96,band97,band98,band99,band100,band101,band102,band103,band104,band105,band106,band107,band108,band109,band110,band111,band112,band113,band114,band115,band116,band117,band118,band119,band120,band121,band122,band123,band124,band125,band126,band127,band128,band129,band130,band131,band132,band133,band134,band135,band136,band137,band138,band139,band140,band141,band142,band143,band144,band145,band146,band147,band148,band149,band150,band151,band152,band153,band154,band155,band156,band157,band158,band159,band160,band161,band162,band163,band164,band165,band166,band167,band168,band169,band170,band171,band172,band173,band174,band175,band176,band177,band178,band179,band180,band181,band182,band183,band184,band185,band186,band187,band188,band189,band190,band191,band192,band193,band194,band195,band196,band197,band198,band199,band200,band201,band202,band203,band204,band205,band206,band207,band208,band209,band210,band211,band212,band213,band214,band215,band216,band217,band218,band219,band220,band221,band222,band223,band224,band225,band226,band227,band228,band229,band230,band231,band232,band233,band234
41602424,0.0332,0.16124,0.14076,0.14525,0.1339,0.13765,0.13281,0.13286,0.12189,0.12444,0.12671,0.12465,0.12895,0.12264,0.12696,0.1243,0.13028,0.13745,0.14745,0.16289,0.15624,0.15218,0.14932,0.1469,0.14391,0.13837,0.14083,0.14037,0.13959,0.14166,0.1409,0.13794,0.13475,0.13451,0.13286,0.14089,0.16168,0.18309,0.22138,0.27648,0.31649,0.35486,0.39818,0.42448,0.43444,0.40366,0.41013,0.42548,0.4071,0.42267,0.42814,0.43136,0.43308,0.43229,0.4464,0.44991,0.43497,0.42008,0.46741,0.48589,0.47144,0.41819,0.37897,0.38651,0.39539,0.42141,0.38628,0.39884,0.40259,0.39965,0.40319,0.40949,0.41549,0.42344,0.4286,0.43673,0.44518,0.44518,0.44031,0.43955,0.43441,0.44775,0.46639,0.56405,0.48434,0.41114,0.38288,0.3705,0.38389,0.38665,0.38036,0.38317,0.38753,0.39144,0.41086,0.43708,0.44012,0.40797,0.38311,0.36733,0.36764,0.36281,0.43345,0.7588,0.05115,0.04698,0.04707,0.04865,0.05191,0.05692,0.06,0.0553,0.05669,0.31058,0.2475,0.17639,0.1344,0.12529,0.13309,0.14031,0.14458,0.15135,0.15998,0.16986,0.18141,0.19123,0.19937,0.20633,0.20882,0.21123,0.21378,0.2159,0.22061,0.22371,0.22548,0.22527,0.22693,0.22684,0.22696,0.22675,0.22475,0.21866,0.21839,0.21567,0.21793,0.24305,0.31003,0.06799,0.0603,0.05438,0.05045,0.04358,0.04085,0.04289,0.03781,0.03644,0.0394,0.03572,0.03079,0.03043,0.02701,0.02322,0.02336,0.02025,0.16245,0.08392,0.06749,0.05934,0.06981,0.08527,0.09705,0.07242,0.06822,0.07544,0.08202,0.08251,0.09169,0.08756,0.0925,0.09171,0.09186,0.09474,0.10001,0.10529,0.11101,0.11807,0.12538,0.1248,0.1263,0.13281,0.13507,0.13759,0.14865,0.14829,0.15395,0.15557,0.15447,0.15389,0.15096,0.15209,0.14891,0.15074,0.1498,0.14575,0.14423,0.14191,0.13158,0.1317,0.1125,0.10912,0.11623,0.12126,0.11356,0.10367,0.08391,0.07594,0.06694,0.06334,0.06459,0.06487,0.06633,0.05829,0.05086,0.04997,0.05621,0.04924,0.05081,0.03574,0.03415,0.04257,0.03336,0.02829,0.0312,0.03365,0.05382
41622458,0.033621616,0.10942,0.09715,0.10922,0.10307,0.10101,0.09638,0.09789,0.08968,0.08669,0.09166,0.08873,0.09429,0.08626,0.09332,0.09036,0.09384,0.09595,0.1052,0.1189,0.11185,0.11203,0.11406,0.11583,0.11691,0.11452,0.12021,0.12209,0.123,0.12596,0.12688,0.12686,0.12375,0.12757,0.12894,0.13329,0.14534,0.15338,0.17665,0.20282,0.21466,0.23951,0.2725,0.28116,0.29055,0.2744,0.27784,0.29281,0.27977,0.28128,0.28574,0.28736,0.29041,0.28879,0.2988,0.31009,0.29966,0.2844,0.32789,0.3398,0.30799,0.26325,0.24567,0.26847,0.25791,0.28196,0.26767,0.29212,0.29662,0.29358,0.30187,0.30517,0.307,0.31295,0.3173,0.32366,0.32845,0.33085,0.329,0.32976,0.33394,0.34122,0.34051,0.40375,0.3508,0.30222,0.30115,0.30056,0.31667,0.32053,0.31734,0.31917,0.3209,0.32352,0.33739,0.35923,0.36237,0.33953,0.32084,0.31466,0.31543,0.31046,0.35795,0.57955,0.02571,0.02057,0.0204,0.02138,0.02325,0.02824,0.03044,0.02856,0.03392,0.28849,0.21386,0.18053,0.17098,0.17972,0.19367,0.20435,0.20626,0.20989,0.21469,0.22245,0.22902,0.23771,0.24175,0.24443,0.2466,0.24578,0.24778,0.24723,0.25061,0.25304,0.25606,0.25274,0.25307,0.25541,0.25737,0.25657,0.25556,0.25014,0.24858,0.24494,0.24198,0.25251,0.29378,0.04109,0.03178,0.02774,0.02388,0.02025,0.01975,0.02039,0.0174,0.01472,0.01923,0.01788,0.01505,0.01367,0.01468,0.0128,0.01199,0.01181,0.12099,0.11713,0.11641,0.12831,0.15207,0.15274,0.13478,0.12108,0.14716,0.15456,0.16558,0.16094,0.17307,0.16208,0.17211,0.17034,0.16968,0.1667,0.17375,0.17757,0.17627,0.18909,0.19608,0.19214,0.19045,0.19715,0.20247,0.19719,0.19962,0.20449,0.20961,0.21239,0.20984,0.21099,0.20658,0.21382,0.20369,0.20502,0.2056,0.19675,0.20111,0.19419,0.19057,0.18486,0.16655,0.16289,0.16855,0.1745,0.1736,0.15406,0.10825,0.10694,0.08528,0.08035,0.07765,0.0775,0.08746,0.06502,0.05811,0.05478,0.06973,0.04977,0.06007,0.03525,0.03929,0.03824,0.03154,0.02388,0.01979,0.005,0.02251
41622476,0.037780471,0.37697,0.36612,0.37508,0.37556,0.36483,0.36109,0.36002,0.3499,0.35792,0.36136,0.35579,0.36329,0.35164,0.3601,0.35332,0.35264,0.35981,0.37227,0.38842,0.37163,0.36667,0.36596,0.35778,0.35912,0.35215,0.35097,0.35064,0.35039,0.35241,0.35079,0.35302,0.34757,0.34769,0.35019,0.35831,0.37214,0.37488,0.41498,0.45293,0.45608,0.50314,0.57958,0.55254,0.58987,0.56577,0.57456,0.60682,0.58184,0.57302,0.57766,0.58546,0.58486,0.58019,0.60133,0.6336,0.61347,0.57725,0.67999,0.70051,0.61521,0.51455,0.47585,0.51121,0.55415,0.58671,0.53353,0.56475,0.57452,0.56109,0.56374,0.56931,0.57792,0.57809,0.58489,0.59451,0.60417,0.60693,0.60209,0.60676,0.61946,0.64498,0.65847,0.7536,0.66798,0.57462,0.5464,0.53245,0.55273,0.55364,0.542,0.54318,0.53669,0.53545,0.55729,0.58979,0.59182,0.565,0.53906,0.5344,0.54118,0.55006,0.64623,1.0,0.03409,0.02155,0.02043,0.02156,0.02425,0.03706,0.04091,0.03957,0.05316,0.50034,0.39362,0.33887,0.29342,0.27016,0.27462,0.28165,0.2813,0.28676,0.29462,0.30848,0.32245,0.3349,0.3426,0.35,0.35277,0.35126,0.35425,0.35721,0.36291,0.36626,0.36982,0.37049,0.37171,0.37377,0.37887,0.38021,0.38051,0.37108,0.37498,0.37926,0.39332,0.43154,0.53004,0.07532,0.04515,0.03186,0.02562,0.02261,0.02074,0.02133,0.01952,0.01634,0.01827,0.01791,0.01585,0.01372,0.01468,0.01703,0.0188,0.01828,0.23404,0.16889,0.15157,0.14437,0.17603,0.19973,0.16733,0.16088,0.17282,0.1725,0.18044,0.18869,0.21404,0.19591,0.20264,0.20349,0.20507,0.20652,0.2119,0.2177,0.22329,0.22797,0.23862,0.24485,0.24581,0.25412,0.25786,0.26549,0.26967,0.27424,0.28054,0.28179,0.27222,0.27218,0.27668,0.27602,0.27086,0.27349,0.26972,0.26137,0.26143,0.26062,0.25292,0.2446,0.21596,0.21349,0.23079,0.23023,0.2296,0.22257,0.14847,0.1361,0.11974,0.11833,0.12081,0.11073,0.11725,0.10251,0.08457,0.08177,0.08956,0.07973,0.07839,0.05097,0.05963,0.0669,0.05069,0.03511,0.01913,0.00284,2e-05
41642384,0.038521382,0.02444,0.01592,0.01552,0.01662,0.01825,0.01534,0.01431,0.01207,0.00821,0.01469,0.01292,0.01512,0.0105,0.01262,0.01331,0.01575,0.01578,0.02354,0.02936,0.03259,0.02982,0.02901,0.03117,0.02773,0.02318,0.02358,0.02602,0.02586,0.02263,0.02448,0.02443,0.02092,0.02095,0.02133,0.02296,0.0285,0.04425,0.07112,0.09944,0.1321,0.16721,0.19725,0.19257,0.21575,0.20708,0.21324,0.22258,0.20606,0.21389,0.22486,0.23188,0.23447,0.23429,0.24384,0.24804,0.23017,0.21949,0.24579,0.20806,0.18668,0.16962,0.18267,0.20864,0.12392,0.14853,0.15921,0.21088,0.22594,0.23407,0.24334,0.24656,0.2504,0.26023,0.26326,0.26636,0.27138,0.27277,0.27022,0.26712,0.25797,0.23429,0.17342,0.16445,0.16718,0.16225,0.1959,0.20745,0.22193,0.23101,0.22663,0.23436,0.23922,0.24608,0.26168,0.27648,0.28168,0.26131,0.24097,0.22431,0.21164,0.18422,0.16536,0.14203,0.00186,2e-05,2e-05,2e-05,0.00018,0.00044,0.00037,0.00182,0.00496,0.03598,0.02971,0.03615,0.05541,0.06593,0.0786,0.08858,0.09374,0.09862,0.10507,0.11135,0.11568,0.12067,0.12535,0.12816,0.1323,0.13187,0.13471,0.13561,0.13565,0.13574,0.13834,0.13304,0.12848,0.12361,0.1221,0.11748,0.11493,0.11017,0.10744,0.09891,0.08771,0.08457,0.07643,0.00903,0.00148,0.00211,0.00056,0.00085,0.00342,0.0002,0.00027,2e-05,2e-05,0.0013,0.00053,0.0011,0.00146,0.00165,0.00183,0.0022,0.01483,0.01363,0.02271,0.02742,0.03685,0.03313,0.02647,0.02238,0.03684,0.04083,0.04752,0.04903,0.04784,0.04187,0.04794,0.04813,0.04666,0.04778,0.04866,0.0488,0.04669,0.04968,0.05243,0.05287,0.05119,0.0558,0.05657,0.05397,0.0547,0.05753,0.05855,0.05754,0.05975,0.05893,0.05927,0.05731,0.05344,0.05252,0.05075,0.04729,0.04923,0.0464,0.04263,0.04123,0.03954,0.03452,0.03392,0.03651,0.034,0.03252,0.02173,0.02148,0.02257,0.01659,0.01671,0.01625,0.02028,0.01794,0.01118,0.01053,0.01144,0.0085,0.00601,0.00432,0.0088,0.00488,0.00455,0.00304,0.0004,0.00595,0.00647
41642384,0.038521382,0.04588,0.03146,0.02602,0.0173,0.01962,0.02081,0.01488,0.00896,0.00739,0.00952,0.00754,0.0087,0.00546,0.00717,0.00578,0.00766,0.00972,0.01579,0.02121,0.02004,0.01717,0.0146,0.01291,0.01187,0.00735,0.00797,0.00926,0.0079,0.00725,0.00684,0.00604,0.00558,0.00339,0.00378,0.00496,0.01372,0.03134,0.05229,0.08174,0.11333,0.13719,0.15035,0.15264,0.17241,0.1619,0.16599,0.17304,0.16547,0.1733,0.17975,0.17826,0.17781,0.17827,0.18634,0.18598,0.17934,0.17787,0.19525,0.17302,0.16727,0.15746,0.15776,0.17081,0.1214,0.1395,0.13991,0.1648,0.17723,0.1791,0.18253,0.18219,0.18828,0.1931,0.19712,0.2006,0.20496,0.20641,0.2056,0.20763,0.20737,0.19768,0.13266,0.17089,0.15167,0.14919,0.16733,0.16407,0.17333,0.17694,0.17548,0.1761,0.17967,0.1817,0.18994,0.20342,0.20652,0.19258,0.1836,0.17217,0.16486,0.14685,0.14606,0.07938,0.00089,0.00021,9e-05,2e-05,3e-05,0.00024,0.00032,0.00079,0.00266,0.02622,0.01848,0.01956,0.03534,0.04385,0.05165,0.05531,0.05843,0.0614,0.0667,0.06873,0.07272,0.0775,0.07977,0.08209,0.08409,0.08624,0.0871,0.08695,0.08867,0.0871,0.08728,0.08544,0.08302,0.07984,0.0786,0.07738,0.07565,0.07179,0.07236,0.07155,0.06676,0.07008,0.06258,0.00484,0.00221,0.0007,0.00093,0.00208,0.00266,0.00246,0.00317,0.00258,0.00198,0.00095,0.00169,0.00143,0.00171,0.00233,0.00235,0.00212,0.01028,0.00986,0.01071,0.01524,0.01161,0.0188,0.02625,0.01851,0.02243,0.02666,0.02721,0.02124,0.02606,0.0275,0.0336,0.0287,0.02985,0.02811,0.02773,0.02956,0.02901,0.03113,0.03145,0.03316,0.03319,0.03238,0.03328,0.03456,0.03725,0.03238,0.03687,0.03722,0.03723,0.03568,0.03781,0.03629,0.03911,0.03679,0.03177,0.0343,0.03223,0.02695,0.03001,0.02887,0.02135,0.02029,0.02458,0.02901,0.02458,0.02042,0.01498,0.01509,0.01158,0.01175,0.00984,0.00786,0.0168,0.0112,0.00468,0.00844,0.00592,0.00302,0.00749,0.00093,0.00839,0.00304,0.00288,0.00056,2e-05,2e-05,2e-05
41662466,0.045317117,0.12451,0.10347,0.09853,0.09148,0.09638,0.08887,0.08339,0.07539,0.07337,0.07559,0.07202,0.07591,0.07079,0.07271,0.07028,0.07517,0.07816,0.08606,0.09862,0.09148,0.08833,0.08339,0.08234,0.079,0.07362,0.07465,0.07294,0.07221,0.07233,0.07211,0.07091,0.06931,0.0683,0.06734,0.07242,0.08685,0.1001,0.12918,0.18383,0.2372,0.30173,0.37723,0.41089,0.43165,0.40703,0.41384,0.43043,0.41239,0.4192,0.42165,0.42354,0.42478,0.42318,0.43424,0.44308,0.42681,0.40757,0.45556,0.46229,0.43197,0.36909,0.33217,0.34243,0.39078,0.40891,0.36568,0.37955,0.38193,0.37934,0.38689,0.38857,0.39672,0.40565,0.41411,0.42335,0.43267,0.43331,0.4276,0.42585,0.42403,0.43203,0.44643,0.53532,0.45089,0.37063,0.33863,0.32787,0.33953,0.33906,0.33295,0.33405,0.33497,0.33828,0.35622,0.37893,0.38114,0.35029,0.33063,0.31878,0.31476,0.31261,0.37179,0.68783,0.03951,0.03424,0.03474,0.03621,0.03828,0.04947,0.05026,0.04398,0.04555,0.27276,0.19559,0.13344,0.08981,0.07648,0.07907,0.08435,0.08777,0.09523,0.10338,0.1127,0.12255,0.13332,0.13899,0.14505,0.15012,0.1512,0.15395,0.15724,0.16141,0.16474,0.16529,0.16669,0.16669,0.16568,0.16701,0.16571,0.16724,0.16072,0.15854,0.1611,0.16339,0.18529,0.24477,0.05335,0.04579,0.04022,0.03835,0.03383,0.03044,0.03064,0.02927,0.0264,0.0294,0.02683,0.0228,0.0211,0.01926,0.02058,0.02036,0.01622,0.122,0.04765,0.03166,0.02245,0.02019,0.04816,0.05388,0.03336,0.02985,0.03035,0.03239,0.03333,0.04482,0.04695,0.04707,0.04402,0.04869,0.05107,0.05483,0.0575,0.06305,0.06743,0.06961,0.07417,0.07874,0.08423,0.0869,0.08663,0.09093,0.09422,0.097,0.09812,0.09735,0.09769,0.10106,0.09908,0.09851,0.09796,0.09001,0.09287,0.09105,0.08565,0.08429,0.08257,0.07106,0.0661,0.06535,0.07906,0.07335,0.06166,0.05339,0.04652,0.04103,0.04375,0.04273,0.04211,0.03877,0.0379,0.03095,0.02721,0.03426,0.0296,0.03124,0.02222,0.02165,0.02615,0.02382,0.00911,0.01541,0.0266,0.0139
41682400,0.0398696,0.3881,0.3749,0.37627,0.35822,0.34667,0.36327,0.35395,0.33791,0.33591,0.34249,0.34459,0.33346,0.32999,0.33902,0.33207,0.32526,0.33552,0.34728,0.35749,0.35085,0.33944,0.33265,0.33448,0.33198,0.32226,0.3229,0.32087,0.31901,0.32711,0.32097,0.31598,0.30924,0.30967,0.31199,0.32737,0.33637,0.35338,0.37879,0.41445,0.45,0.48009,0.53811,0.53445,0.55718,0.51835,0.50622,0.51702,0.50178,0.50681,0.52493,0.53236,0.52378,0.52303,0.5357,0.53696,0.51055,0.49616,0.54165,0.58499,0.54475,0.52622,0.48411,0.47575,0.48519,0.52183,0.49335,0.48334,0.48893,0.48026,0.48037,0.48516,0.48598,0.49482,0.50016,0.50152,0.51179,0.5189,0.50986,0.50471,0.49644,0.51426,0.56938,0.61666,0.59182,0.54385,0.48046,0.44984,0.45388,0.46186,0.46046,0.45248,0.45173,0.45576,0.47825,0.52209,0.52467,0.47671,0.44524,0.42852,0.43119,0.44216,0.53239,0.81068,0.11756,0.10755,0.11127,0.11608,0.1276,0.13695,0.1411,0.131,0.11438,0.29047,0.21773,0.15686,0.11652,0.09877,0.10204,0.10808,0.11139,0.11778,0.1286,0.14347,0.16144,0.17424,0.18703,0.19852,0.19818,0.20053,0.20574,0.21181,0.2211,0.22666,0.2347,0.23799,0.24318,0.2502,0.25628,0.26255,0.26572,0.26238,0.26607,0.26613,0.27495,0.30974,0.38383,0.15016,0.13608,0.12647,0.10567,0.08904,0.08688,0.08956,0.07051,0.07401,0.07887,0.06833,0.05335,0.04887,0.04471,0.03767,0.03232,0.02908,0.11325,0.06007,0.03474,0.02757,0.03624,0.05452,0.07153,0.04431,0.03514,0.03488,0.04245,0.05101,0.06159,0.0584,0.05609,0.06413,0.06485,0.07141,0.0807,0.09166,0.10272,0.11371,0.12789,0.13429,0.14237,0.15491,0.16258,0.16822,0.17993,0.18839,0.19223,0.19265,0.1977,0.20002,0.20098,0.20586,0.20583,0.20876,0.20662,0.19707,0.19483,0.19446,0.18314,0.16721,0.15219,0.13875,0.14156,0.14388,0.14212,0.13487,0.09805,0.09442,0.08591,0.08351,0.08722,0.08444,0.08501,0.08133,0.07948,0.0784,0.07767,0.07358,0.07797,0.06413,0.05753,0.06345,0.06804,0.06697,0.06433,0.06163,0.07848
41702430,0.0159084,0.17813,0.1696,0.17154,0.15457,0.1566,0.15836,0.15082,0.13877,0.13855,0.1435,0.14006,0.14128,0.13429,0.14066,0.13739,0.13497,0.14694,0.15488,0.16765,0.16339,0.15532,0.15242,0.14957,0.14524,0.13933,0.13817,0.13706,0.13622,0.13805,0.13506,0.13332,0.12909,0.12845,0.12807,0.1359,0.15412,0.17754,0.21549,0.27726,0.33347,0.38579,0.43502,0.44901,0.48003,0.44186,0.44358,0.4564,0.43714,0.45216,0.4634,0.46285,0.46249,0.46076,0.47439,0.47649,0.44837,0.443,0.49107,0.52218,0.50808,0.45876,0.4119,0.41143,0.46705,0.48768,0.44207,0.44892,0.44916,0.44233,0.45092,0.45025,0.45908,0.46734,0.47578,0.48342,0.49218,0.49386,0.48701,0.48551,0.47713,0.49656,0.56263,0.64793,0.56759,0.47045,0.41926,0.40262,0.41532,0.42217,0.41492,0.41366,0.41711,0.42158,0.44361,0.47504,0.47575,0.43742,0.41532,0.3951,0.39641,0.39425,0.4914,0.87578,0.06384,0.06098,0.06007,0.06212,0.06726,0.06979,0.07213,0.0683,0.06603,0.34496,0.26944,0.18434,0.12683,0.10951,0.11203,0.11933,0.12549,0.13219,0.14218,0.15497,0.16713,0.1769,0.18853,0.19646,0.1978,0.20041,0.20343,0.20722,0.21289,0.21509,0.21888,0.21892,0.2208,0.22147,0.22344,0.22313,0.22249,0.2175,0.2172,0.2154,0.22373,0.25943,0.35361,0.08138,0.07462,0.06947,0.06162,0.05338,0.05109,0.05316,0.04425,0.04454,0.04884,0.04361,0.03905,0.03589,0.0334,0.0295,0.02698,0.022,0.16878,0.07314,0.04382,0.03615,0.05035,0.06468,0.08791,0.05969,0.04665,0.04715,0.05014,0.0583,0.06642,0.06398,0.06506,0.06619,0.06801,0.07173,0.07663,0.0845,0.09297,0.09761,0.10524,0.109,0.11093,0.11969,0.12142,0.12538,0.12943,0.13579,0.13959,0.13928,0.13982,0.14166,0.14185,0.1416,0.13811,0.13947,0.13736,0.136,0.13161,0.12772,0.12634,0.11365,0.10407,0.09831,0.10538,0.10005,0.10243,0.09668,0.07077,0.06967,0.06288,0.0573,0.05997,0.05608,0.0583,0.05553,0.05245,0.05301,0.04999,0.04752,0.04414,0.04012,0.03236,0.04283,0.03835,0.03761,0.03076,0.04436,0.02953
41702440,0.045317117,0.11167,0.09572,0.09967,0.08591,0.09064,0.08724,0.08919,0.07579,0.07424,0.07947,0.08023,0.08214,0.07742,0.08255,0.08305,0.08594,0.09522,0.10738,0.11919,0.11551,0.11365,0.1098,0.1091,0.1042,0.10135,0.10314,0.10045,0.09871,0.1021,0.10083,0.09863,0.09207,0.09239,0.09267,0.09938,0.12345,0.15837,0.20122,0.26125,0.30704,0.34633,0.38453,0.39446,0.42531,0.39567,0.402,0.41978,0.4036,0.42284,0.42953,0.42985,0.43191,0.43317,0.44863,0.45451,0.44144,0.42925,0.48295,0.48371,0.47413,0.42933,0.39725,0.41526,0.41471,0.44009,0.40964,0.44198,0.44652,0.4389,0.45106,0.4506,0.45621,0.4649,0.47269,0.48101,0.49126,0.49207,0.48783,0.49302,0.49236,0.50256,0.49149,0.57336,0.51269,0.4369,0.43537,0.42376,0.44396,0.45071,0.44584,0.44717,0.45077,0.45461,0.47698,0.50278,0.50837,0.47414,0.45437,0.43426,0.43619,0.41549,0.48168,0.67086,0.03287,0.03044,0.03032,0.03143,0.03375,0.03571,0.03813,0.03589,0.03902,0.29932,0.23946,0.18061,0.16101,0.15988,0.17142,0.18364,0.18946,0.2002,0.21006,0.22019,0.23122,0.24161,0.2526,0.25743,0.26377,0.26632,0.26981,0.27088,0.27655,0.27823,0.28107,0.278,0.27582,0.27304,0.27355,0.27411,0.26921,0.25902,0.25933,0.25406,0.2537,0.27071,0.32993,0.0493,0.04021,0.03711,0.03308,0.02689,0.02817,0.02779,0.02507,0.02504,0.02809,0.02284,0.02301,0.01886,0.01913,0.01837,0.01668,0.01332,0.13741,0.0898,0.07437,0.07173,0.08841,0.0847,0.10422,0.07037,0.08466,0.08978,0.09926,0.09497,0.11257,0.09714,0.1046,0.10248,0.1077,0.10793,0.11131,0.11467,0.11994,0.12407,0.13165,0.12929,0.13373,0.14406,0.14229,0.14401,0.15526,0.15172,0.16432,0.16022,0.15573,0.1586,0.15853,0.15744,0.15091,0.14801,0.14994,0.14432,0.14066,0.13664,0.13297,0.12621,0.10822,0.10117,0.11067,0.11295,0.11508,0.10074,0.07291,0.07861,0.06197,0.05519,0.05963,0.05502,0.05713,0.0497,0.04111,0.03995,0.04758,0.03745,0.04279,0.02135,0.02699,0.03124,0.01839,0.02853,0.00743,0.01209,0.00517
41722428,0.034357,0.13965,0.13115,0.13111,0.11321,0.11209,0.11656,0.10752,0.09992,0.09737,0.10167,0.10152,0.0985,0.09471,0.09894,0.09424,0.0952,0.10356,0.11437,0.12459,0.12126,0.11525,0.11037,0.10753,0.10346,0.09764,0.09725,0.09529,0.09331,0.09603,0.09392,0.09235,0.08862,0.08621,0.08673,0.09422,0.11159,0.13959,0.18383,0.2529,0.32209,0.38515,0.43813,0.4463,0.48681,0.45202,0.45257,0.46841,0.4515,0.46432,0.47913,0.4766,0.47411,0.47381,0.48968,0.49368,0.47533,0.46258,0.51077,0.53605,0.51189,0.46336,0.4213,0.42557,0.46769,0.48888,0.44942,0.46166,0.46252,0.46064,0.46592,0.46935,0.47445,0.48486,0.492,0.50019,0.51093,0.51347,0.50739,0.5099,0.50607,0.51902,0.55308,0.64524,0.5518,0.47068,0.42284,0.40601,0.41846,0.42473,0.42089,0.41723,0.42141,0.42348,0.44556,0.47729,0.47927,0.44164,0.42075,0.40073,0.39712,0.38851,0.47541,0.78541,0.04807,0.04514,0.04559,0.04764,0.05153,0.05843,0.05956,0.05516,0.05228,0.30243,0.23502,0.16344,0.10611,0.09116,0.09393,0.09982,0.1057,0.11333,0.12398,0.13423,0.14652,0.15645,0.16654,0.17432,0.17644,0.17887,0.18132,0.18552,0.19039,0.19388,0.19736,0.19544,0.19631,0.19559,0.19734,0.19623,0.19423,0.19142,0.19075,0.19051,0.19928,0.23204,0.31734,0.06482,0.05838,0.05344,0.04552,0.03986,0.03886,0.0406,0.03267,0.03403,0.03496,0.03314,0.02885,0.02678,0.02519,0.0248,0.0229,0.01942,0.13022,0.05859,0.03476,0.0277,0.03401,0.04755,0.06354,0.04251,0.03355,0.03503,0.03758,0.0407,0.04846,0.04955,0.0508,0.05008,0.05464,0.05861,0.063,0.06647,0.07364,0.07886,0.08702,0.08701,0.09187,0.09517,0.09976,0.10249,0.11139,0.11395,0.11595,0.11785,0.11539,0.11574,0.11418,0.11867,0.1113,0.11312,0.11244,0.10843,0.11092,0.10379,0.10369,0.10146,0.08536,0.07961,0.08563,0.0867,0.08074,0.08125,0.05252,0.05638,0.04665,0.04564,0.05205,0.05032,0.04349,0.04346,0.03714,0.03778,0.03354,0.03578,0.03673,0.02684,0.02617,0.03346,0.02689,0.02701,0.01915,0.01773,0.00018
41722446,0.050526708,0.14498,0.12515,0.12523,0.11099,0.11858,0.11118,0.10857,0.09863,0.10057,0.1046,0.10394,0.10246,0.10098,0.10538,0.10297,0.10376,0.11508,0.12654,0.14072,0.13411,0.13094,0.12657,0.12552,0.12103,0.11414,0.1182,0.11627,0.11504,0.11722,0.1156,0.11357,0.10793,0.10869,0.1062,0.11522,0.13799,0.1724,0.21334,0.27053,0.31376,0.3516,0.38694,0.39719,0.42521,0.39562,0.40053,0.4173,0.39951,0.41767,0.42852,0.42773,0.42918,0.42991,0.44421,0.44852,0.43384,0.42425,0.4744,0.48775,0.465,0.42921,0.39113,0.40388,0.41891,0.43713,0.40615,0.4316,0.43711,0.43449,0.4414,0.44463,0.44977,0.45876,0.46439,0.47216,0.48185,0.48267,0.47813,0.47945,0.47388,0.48663,0.5005,0.57841,0.51604,0.43697,0.42135,0.40859,0.42609,0.43252,0.42638,0.42725,0.43197,0.435,0.45571,0.48205,0.48548,0.4531,0.43149,0.41085,0.41022,0.39689,0.47446,0.70649,0.03833,0.03682,0.036,0.0379,0.0417,0.04537,0.04802,0.04662,0.04828,0.31708,0.24652,0.18267,0.14771,0.14156,0.15067,0.15952,0.16469,0.17261,0.18375,0.19266,0.20497,0.21703,0.22731,0.23262,0.23738,0.23938,0.24221,0.24482,0.24921,0.25098,0.25542,0.2519,0.25069,0.24932,0.25342,0.24973,0.24892,0.2406,0.24073,0.23607,0.23803,0.26056,0.32958,0.05898,0.05029,0.04396,0.03891,0.032,0.03162,0.03372,0.02728,0.02834,0.03055,0.02884,0.0242,0.02211,0.02238,0.01973,0.01927,0.0181,0.14598,0.08765,0.0614,0.0565,0.07446,0.06561,0.08948,0.0696,0.07207,0.07021,0.07929,0.08284,0.09226,0.0847,0.08994,0.09375,0.09169,0.09574,0.10161,0.106,0.11084,0.11655,0.12389,0.12482,0.12959,0.13596,0.13768,0.14061,0.14881,0.14911,0.15781,0.15534,0.15354,0.15448,0.15512,0.15335,0.14522,0.14495,0.14673,0.14199,0.14134,0.13942,0.12889,0.12714,0.10503,0.10239,0.10965,0.11153,0.10947,0.09999,0.07239,0.07085,0.06255,0.05679,0.05888,0.05362,0.05537,0.05368,0.04665,0.04567,0.05313,0.04717,0.04335,0.03256,0.03752,0.03256,0.02238,0.02573,0.01996,0.02011,0.00963
